1	2	1	0.018378	0.003600	0.149408	0.000464	0.003202	1.391157	0.745899	0.033050	1.509650	0.201552	0.955383	0.899375	0.631752	0.756954	0.102101	0.278701	0.506978	0.455275	84.085873	0.012083	0.032515	6.085291	77.452884	80.367994	31.658083	0.014338	0.012244	24.873029	83.820445	34.648606	0.096470	96.352898	3.404865	75.583227	0.042973	0.031550	44.493008	0.010559	0.012563	70.192199	6.872518	74.690672	59.123484	1.074271	11.775357	0.094024	4.023503	1.523825	4.658142	3.270491	0.119569	1.381660	56.016210	0.083858	0.452729	0.009284	17.130042	22.153361	2.325329	0.107013	1.177639	0.061929	0.703401	1.291430	3.604845	18.974812	2.743856	14.282159	2.000000	3.000000	2.000000	2.000000	1.000000	6.000000	6.000000	4.000000	3.000000	5.000000	4.000000	3.000000	3.000000	2.000000	5.000000	2.000000	5.000000	5.000000	2.000000	1.000000	5.000000	4.000000	1.000000	6.000000	6.000000
1	2	2	0.018378	0.003600	0.149408	0.000464	0.003202	1.391157	0.745899	0.033050	1.509650	0.201552	0.955383	0.899375	0.631752	0.756954	0.102101	0.278701	0.506978	0.455275	84.085873	0.012083	0.032515	6.085291	77.452884	80.367994	31.658083	0.014338	0.012244	24.873029	83.820445	34.648606	0.096470	96.352898	3.404865	75.583227	0.042973	0.031550	44.493008	0.010559	0.012563	70.192199	6.872518	74.690672	59.123484	1.074271	11.775357	0.094024	4.023503	1.523825	4.658142	3.270491	0.119569	1.381660	56.016210	0.083858	0.452729	0.009284	17.130042	22.153361	2.325329	0.107013	1.177639	0.061929	0.703401	1.291430	3.604845	18.974812	2.743856	14.282159	2.000000	3.000000	2.000000	2.000000	1.000000	6.000000	6.000000	4.000000	3.000000	5.000000	4.000000	3.000000	3.000000	2.000000	5.000000	2.000000	5.000000	5.000000	2.000000	1.000000	5.000000	4.000000	1.000000	6.000000	6.000000
10	2	2	0.233226	0.002040	1.023726	0.000214	0.003383	0.116536	1.783052	0.002373	0.575082	0.841660	0.373951	0.741805	0.387995	0.936174	0.968713	0.645606	0.111007	0.688445	88.461004	0.012630	0.016079	3.952481	57.072256	92.870183	80.440365	0.010256	0.020664	60.623989	20.738817	83.400160	0.220299	64.492346	1.953910	72.053382	0.025668	0.012018	74.216098	0.014340	0.016490	18.006359	52.317254	90.775688	88.604876	1.380428	20.563896	0.134901	2.130386	1.396351	2.408561	1.584393	0.101609	0.619693	27.506193	0.033618	0.282330	0.026731	14.142113	13.099400	5.982562	0.632195	1.739346	0.126771	0.727891	1.784482	12.788821	30.892972	0.989796	6.459004	1.000000	5.000000	3.000000	4.000000	5.000000	2.000000	3.000000	4.000000	1.000000	6.000000	3.000000	4.000000	2.000000	1.000000	5.000000	4.000000	2.000000	6.000000	5.000000	3.000000	3.000000	4.000000	5.000000	5.000000	2.000000
10	2	1	0.233226	0.002040	1.023726	0.000214	0.003383	0.116536	1.783052	0.002373	0.575082	0.841660	0.373951	0.741805	0.387995	0.936174	0.968713	0.645606	0.111007	0.688445	88.461004	0.012630	0.016079	3.952481	57.072256	92.870183	80.440365	0.010256	0.020664	60.623989	20.738817	83.400160	0.220299	64.492346	1.953910	72.053382	0.025668	0.012018	74.216098	0.014340	0.016490	18.006359	52.317254	90.775688	88.604876	1.380428	20.563896	0.134901	2.130386	1.396351	2.408561	1.584393	0.101609	0.619693	27.506193	0.033618	0.282330	0.026731	14.142113	13.099400	5.982562	0.632195	1.739346	0.126771	0.727891	1.784482	12.788821	30.892972	0.989796	6.459004	1.000000	5.000000	3.000000	4.000000	5.000000	2.000000	3.000000	4.000000	1.000000	6.000000	3.000000	4.000000	2.000000	1.000000	5.000000	4.000000	2.000000	6.000000	5.000000	3.000000	3.000000	4.000000	5.000000	5.000000	2.000000
15	2	2	0.046262	0.003091	0.594933	0.001237	0.003535	0.297432	2.156493	0.036951	0.593980	0.712018	0.676291	0.336770	0.570099	0.971943	0.264214	0.867772	0.831401	0.134048	27.958535	0.024692	0.026309	58.026539	19.163820	62.308858	63.016137	0.012156	0.043176	77.022082	39.364872	24.260980	0.015856	37.779667	67.916237	6.641095	0.011052	0.010875	87.240762	0.250163	0.014783	5.083380	71.319353	32.036562	31.128049	0.395041	7.109666	0.077928	0.449294	0.171137	2.505305	1.724895	0.079055	4.256527	70.568101	0.107824	2.473089	0.089481	38.001856	18.271554	2.621227	1.457635	4.622338	0.151393	6.501932	3.104225	0.546785	12.808019	2.723366	21.718457	2.000000	2.000000	6.000000	6.000000	4.000000	2.000000	1.000000	6.000000	5.000000	2.000000	6.000000	2.000000	4.000000	3.000000	1.000000	4.000000	1.000000	4.000000	1.000000	4.000000	3.000000	3.000000	3.000000	3.000000	3.000000
15	2	1	0.046262	0.003091	0.594933	0.001237	0.003535	0.297432	2.156493	0.036951	0.593980	0.712018	0.676291	0.336770	0.570099	0.971943	0.264214	0.867772	0.831401	0.134048	27.958535	0.024692	0.026309	58.026539	19.163820	62.308858	63.016137	0.012156	0.043176	77.022082	39.364872	24.260980	0.015856	37.779667	67.916237	6.641095	0.011052	0.010875	87.240762	0.250163	0.014783	5.083380	71.319353	32.036562	31.128049	0.395041	7.109666	0.077928	0.449294	0.171137	2.505305	1.724895	0.079055	4.256527	70.568101	0.107824	2.473089	0.089481	38.001856	18.271554	2.621227	1.457635	4.622338	0.151393	6.501932	3.104225	0.546785	12.808019	2.723366	21.718457	2.000000	2.000000	6.000000	6.000000	4.000000	2.000000	1.000000	6.000000	5.000000	2.000000	6.000000	2.000000	4.000000	3.000000	1.000000	4.000000	1.000000	4.000000	1.000000	4.000000	3.000000	3.000000	3.000000	3.000000	3.000000
18	2	1	0.001877	0.073607	0.693182	0.000420	0.013120	1.268011	1.339051	0.367733	0.186110	0.102463	0.233393	0.776725	0.122749	0.105691	0.849955	0.402447	0.253812	0.968247	78.180587	0.020536	0.030353	64.183990	22.672139	59.832268	38.108592	0.031220	0.012092	35.519764	66.137331	55.158092	0.024111	40.082875	60.225819	1.132060	0.022085	0.054222	63.250904	0.010011	0.016143	74.260147	1.164353	76.619862	49.699866	0.060420	18.965969	0.052592	1.748182	1.547520	1.405903	0.715749	0.067899	2.917471	59.116442	0.102224	1.016847	0.026005	72.147956	1.028355	3.983530	1.014048	2.760815	0.144785	0.440284	0.878813	22.474070	34.779677	1.704152	13.452352	3.000000	6.000000	2.000000	3.000000	5.000000	5.000000	3.000000	4.000000	1.000000	6.000000	3.000000	3.000000	6.000000	6.000000	1.000000	5.000000	4.000000	2.000000	6.000000	3.000000	2.000000	3.000000	1.000000	5.000000	3.000000
18	2	2	0.001877	0.073607	0.693182	0.000420	0.013120	1.268011	1.339051	0.367733	0.186110	0.102463	0.233393	0.776725	0.122749	0.105691	0.849955	0.402447	0.253812	0.968247	78.180587	0.020536	0.030353	64.183990	22.672139	59.832268	38.108592	0.031220	0.012092	35.519764	66.137331	55.158092	0.024111	40.082875	60.225819	1.132060	0.022085	0.054222	63.250904	0.010011	0.016143	74.260147	1.164353	76.619862	49.699866	0.060420	18.965969	0.052592	1.748182	1.547520	1.405903	0.715749	0.067899	2.917471	59.116442	0.102224	1.016847	0.026005	72.147956	1.028355	3.983530	1.014048	2.760815	0.144785	0.440284	0.878813	22.474070	34.779677	1.704152	13.452352	3.000000	6.000000	2.000000	3.000000	5.000000	5.000000	3.000000	4.000000	1.000000	6.000000	3.000000	3.000000	6.000000	6.000000	1.000000	5.000000	4.000000	2.000000	6.000000	3.000000	2.000000	3.000000	1.000000	5.000000	3.000000
19	2	2	0.020806	0.007730	2.451106	0.000100	0.000423	0.464980	0.327294	0.029232	0.279745	0.394506	0.371351	0.268372	0.608838	0.202725	0.584568	0.727943	0.282051	0.207011	43.306090	0.015960	0.020155	70.632786	35.161530	47.521960	8.674070	0.013631	0.010564	72.369019	79.531139	25.135625	0.018208	43.483660	58.979855	71.459475	0.047474	0.030351	77.729315	0.016570	0.013093	75.191490	92.745038	7.225061	93.712364	0.817137	4.550254	0.076064	0.936935	0.633641	2.829392	2.938740	0.001930	0.445332	24.715364	0.056036	2.646619	0.064009	6.598571	12.420801	0.999667	1.434084	3.536039	0.105647	7.550399	1.595082	9.368675	38.363927	3.106743	3.901334	1.000000	3.000000	6.000000	1.000000	3.000000	6.000000	4.000000	4.000000	2.000000	5.000000	1.000000	6.000000	2.000000	1.000000	6.000000	4.000000	3.000000	4.000000	1.000000	3.000000	1.000000	1.000000	2.000000	5.000000	5.000000
19	2	1	0.020806	0.007730	2.451106	0.000100	0.000423	0.464980	0.327294	0.029232	0.279745	0.394506	0.371351	0.268372	0.608838	0.202725	0.584568	0.727943	0.282051	0.207011	43.306090	0.015960	0.020155	70.632786	35.161530	47.521960	8.674070	0.013631	0.010564	72.369019	79.531139	25.135625	0.018208	43.483660	58.979855	71.459475	0.047474	0.030351	77.729315	0.016570	0.013093	75.191490	92.745038	7.225061	93.712364	0.817137	4.550254	0.076064	0.936935	0.633641	2.829392	2.938740	0.001930	0.445332	24.715364	0.056036	2.646619	0.064009	6.598571	12.420801	0.999667	1.434084	3.536039	0.105647	7.550399	1.595082	9.368675	38.363927	3.106743	3.901334	1.000000	3.000000	6.000000	1.000000	3.000000	6.000000	4.000000	4.000000	2.000000	5.000000	1.000000	6.000000	2.000000	1.000000	6.000000	4.000000	3.000000	4.000000	1.000000	3.000000	1.000000	1.000000	2.000000	5.000000	5.000000
24	2	2	0.014628	0.445229	1.071332	0.001127	0.000232	1.364000	0.933206	0.012342	3.520413	0.205294	0.509655	0.416644	0.306192	0.276176	0.913352	0.478074	0.476546	0.483579	86.810569	0.021052	0.014140	69.105802	17.070325	5.944785	78.946715	0.014515	0.010544	67.821440	33.616234	26.244912	0.012840	69.610966	42.980910	42.839696	0.037084	0.330756	19.019499	0.039863	0.076107	76.260926	36.668238	58.201437	12.091755	0.975416	19.048193	0.004071	0.092162	0.328827	2.118123	4.152476	0.105345	0.732775	42.926560	0.130798	0.966748	0.056719	38.861362	3.748911	0.284052	1.381881	1.917090	0.127523	13.184608	3.903508	5.733575	60.144382	3.999249	10.157271	1.000000	6.000000	2.000000	3.000000	4.000000	2.000000	6.000000	2.000000	2.000000	6.000000	4.000000	5.000000	6.000000	2.000000	6.000000	3.000000	6.000000	1.000000	5.000000	4.000000	2.000000	5.000000	3.000000	4.000000	4.000000
24	2	1	0.014628	0.445229	1.071332	0.001127	0.000232	1.364000	0.933206	0.012342	3.520413	0.205294	0.509655	0.416644	0.306192	0.276176	0.913352	0.478074	0.476546	0.483579	86.810569	0.021052	0.014140	69.105802	17.070325	5.944785	78.946715	0.014515	0.010544	67.821440	33.616234	26.244912	0.012840	69.610966	42.980910	42.839696	0.037084	0.330756	19.019499	0.039863	0.076107	76.260926	36.668238	58.201437	12.091755	0.975416	19.048193	0.004071	0.092162	0.328827	2.118123	4.152476	0.105345	0.732775	42.926560	0.130798	0.966748	0.056719	38.861362	3.748911	0.284052	1.381881	1.917090	0.127523	13.184608	3.903508	5.733575	60.144382	3.999249	10.157271	1.000000	6.000000	2.000000	3.000000	4.000000	2.000000	6.000000	2.000000	2.000000	6.000000	4.000000	5.000000	6.000000	2.000000	6.000000	3.000000	6.000000	1.000000	5.000000	4.000000	2.000000	5.000000	3.000000	4.000000	4.000000
28	2	2	0.046575	0.016230	3.170059	0.000378	0.001422	1.829672	0.889055	0.022395	2.380726	0.530327	0.634324	0.556485	0.220305	0.903100	0.776579	0.252981	0.984216	0.532407	32.337830	0.013206	0.011337	63.883469	83.875612	55.472812	15.788573	0.036316	0.135920	49.936114	42.831493	61.716530	0.023288	11.046960	85.119984	34.363775	0.019276	0.053785	40.493212	0.014105	0.057256	82.764946	19.233741	76.241124	33.978242	0.533681	16.102583	0.014907	2.332991	1.049303	2.695987	3.815809	0.062683	2.137795	33.613059	0.037145	4.715294	0.093946	37.736214	1.720973	0.723476	1.508817	3.204638	0.081080	0.703838	2.500558	20.757974	40.571306	3.332981	6.149358	2.000000	6.000000	1.000000	3.000000	4.000000	3.000000	5.000000	2.000000	3.000000	2.000000	6.000000	1.000000	1.000000	2.000000	3.000000	3.000000	4.000000	3.000000	1.000000	1.000000	4.000000	1.000000	6.000000	2.000000	4.000000
28	2	1	0.046575	0.016230	3.170059	0.000378	0.001422	1.829672	0.889055	0.022395	2.380726	0.530327	0.634324	0.556485	0.220305	0.903100	0.776579	0.252981	0.984216	0.532407	32.337830	0.013206	0.011337	63.883469	83.875612	55.472812	15.788573	0.036316	0.135920	49.936114	42.831493	61.716530	0.023288	11.046960	85.119984	34.363775	0.019276	0.053785	40.493212	0.014105	0.057256	82.764946	19.233741	76.241124	33.978242	0.533681	16.102583	0.014907	2.332991	1.049303	2.695987	3.815809	0.062683	2.137795	33.613059	0.037145	4.715294	0.093946	37.736214	1.720973	0.723476	1.508817	3.204638	0.081080	0.703838	2.500558	20.757974	40.571306	3.332981	6.149358	2.000000	6.000000	1.000000	3.000000	4.000000	3.000000	5.000000	2.000000	3.000000	2.000000	6.000000	1.000000	1.000000	2.000000	3.000000	3.000000	4.000000	3.000000	1.000000	1.000000	4.000000	1.000000	6.000000	2.000000	4.000000
34	2	2	0.011559	0.003760	11.886374	0.001335	0.001981	15.292585	0.411726	0.001735	0.856969	0.725523	0.351878	0.619322	0.518737	0.933829	0.252446	0.324989	0.242861	0.780069	74.154064	0.012886	0.014506	34.254288	41.229975	99.033348	7.307007	0.095998	0.035984	31.902557	32.594421	51.249448	0.365136	99.691590	4.636728	94.334570	0.010324	0.018729	4.378104	0.010592	0.019900	20.299630	64.219502	77.958666	77.425074	0.185534	17.354049	0.149204	1.705292	1.419831	3.312768	0.482336	0.101377	1.842937	32.798735	0.008294	1.797198	0.078804	11.062077	15.901242	6.307582	0.759965	0.758098	0.130502	11.277981	0.930178	18.837025	32.311588	3.409285	19.666332	3.000000	2.000000	6.000000	1.000000	6.000000	5.000000	1.000000	5.000000	5.000000	3.000000	4.000000	3.000000	4.000000	2.000000	5.000000	6.000000	2.000000	1.000000	3.000000	3.000000	5.000000	2.000000	5.000000	6.000000	1.000000
34	2	1	0.011559	0.003760	11.886374	0.001335	0.001981	15.292585	0.411726	0.001735	0.856969	0.725523	0.351878	0.619322	0.518737	0.933829	0.252446	0.324989	0.242861	0.780069	74.154064	0.012886	0.014506	34.254288	41.229975	99.033348	7.307007	0.095998	0.035984	31.902557	32.594421	51.249448	0.365136	99.691590	4.636728	94.334570	0.010324	0.018729	4.378104	0.010592	0.019900	20.299630	64.219502	77.958666	77.425074	0.185534	17.354049	0.149204	1.705292	1.419831	3.312768	0.482336	0.101377	1.842937	32.798735	0.008294	1.797198	0.078804	11.062077	15.901242	6.307582	0.759965	0.758098	0.130502	11.277981	0.930178	18.837025	32.311588	3.409285	19.666332	3.000000	2.000000	6.000000	1.000000	6.000000	5.000000	1.000000	5.000000	5.000000	3.000000	4.000000	3.000000	4.000000	2.000000	5.000000	6.000000	2.000000	1.000000	3.000000	3.000000	5.000000	2.000000	5.000000	6.000000	1.000000
